name,alt_name,ra,dec,vmag,class
HR 7269,,287.465,-0.42811111,6.34,STAR B5V
HR 4676,,184.4345833,15.14419444,6.34,STAR K4III
HR 8598,,338.3207916,70.37388889,6.34,STAR A0V
HR 6589,,265.2957916,15.17811111,6.34,STAR A1V
HR 6313,,254.4592083,42.5125,6.34,STAR K3III
HR 8088,,316.89,15.65861111,6.34,STAR K2IV
HR 6757,,271.5307916,-0.44669444,6.34,STAR G8II
HR 372,,19.27120833,44.90188889,6.34,STAR K5
HR 6191,,247.6617083,77.44669444,6.34,STAR K1III
HR 5282,,210.4607916,68.67861111,6.34,STAR K5
HR 4854,,191.7595833,5.95080556,6.34,STAR A0
HR 7110,,283.2579166,-9.57611111,6.34,STAR A7V
HR 2137,,91.26079167,37.96419444,6.34,STAR K0III
HR 1748,,79.89670833,-1.41219444,6.34,STAR B1V
HR 1653,Gam2Cae,76.10870833,-35.7053055,6.34,STAR F1III
HR 3155,,120.5257916,-37.0506111,6.34,STAR M1III
HR 7403,,291.9020833,37.94111111,6.34,STAR B3V
HR 5292,,212.2345833,-59.2766944,6.34,STAR B5IV
HR 7849,,307.9925,25.80438889,6.34,STAR A0
HR 3171,,119.8170833,-73.2446944,6.34,STAR A3III
HR 8856,,349.4167083,-11.7131111,6.34,STAR A1V
HR 7999,,313.2807916,29.64938889,6.34,STAR K2
HR 4297,,165.2382916,-15.7928055,6.34,STAR K0
HR 9019,,357.2245833,59.97888889,6.34,STAR A0V
HR 4202,41    UMa,161.5937916,57.36580556,6.34,STAR M1III
HR 7680,,301.3604166,15.50030556,6.34,STAR M2III
HR 3865,28    UMa,146.4807916,63.65330556,6.34,STAR F2V
HR 1929,,84.8625,21.76280556,6.34,STAR A1V
HR 2923,,114.0325,-22.1606111,6.34,STAR G5
HR 3143,,119.8057916,-49.9736111,6.34,STAR B2IV
HR 1966,,85.3625,-33.4006111,6.34,STAR A0V
HR 6612,,265.7732916,44.08438889,6.34,STAR K4III
HR 4308,,165.9020833,-13.4343888,6.34,STAR G5
HR 1274,,61.44458333,-20.5121944,6.34,STAR G5
HR 2445,,99.21379167,-41.5568888,6.34,STAR K0II
HR 3094,,119.5692083,43.9775,6.34,STAR K0
HR 8509,,335.1507916,-57.51,6.34,STAR K3III
HR 5115,,204.7995833,-75.6838888,6.34,STAR B8IV
HR 3455,,130.1817083,-57.5453055,6.34,STAR A3V
HR 6290,,253.8167083,13.61969444,6.34,STAR F3V
HR 7320,,291.0225,-68.3711111,6.34,STAR K2III
HR 5819,,234.8387083,-23.1503055,6.34,STAR A0V
HR 2393,,97.89579167,-36.94,6.34,STAR M1III
HR 2613,,104.8337083,7.31688889,6.35,STAR B7III
HR 6343,,255.9695833,19.69061111,6.35,STAR K4III
HR 4547,,177.8412083,-12.1878055,6.35,STAR F1III
HR 7991,,313.3542083,-30.7186111,6.35,STAR K1III
HR 4742,,186.9557916,-16.6318888,6.35,STAR G3III
HR 8831,,348.2667083,29.44169444,6.35,STAR G8III
HR 5400,,216.7079166,-39.8738888,6.35,STAR B7IV
HR 2775,,110.2629166,42.65561111,6.35,STAR K0
HR 6482,,261.1407916,15.60611111,6.35,STAR B9V
HR 313,77    Psc,16.455,4.90830556,6.35,STAR F3V
HR 2182,,92.33458333,-18.1261111,6.35,STAR B9V
HR 4385,,169.6429166,-79.6686111,6.35,STAR A8III
HR 4627,,182.4470833,74.66138889,6.35,STAR F6IV
HR 1819,,82.145,13.67888889,6.35,STAR A4V
HR 4758,,187.52,-13.3931111,6.35,STAR G0V
HR 2681,,108.4920833,71.81669444,6.35,STAR K0
HR 2317,,96.44629167,-3.88919444,6.35,STAR G9III
HR 2431,,98.975,-36.0888888,6.35,STAR G0V
HR 7471,,294.7042083,3.38169444,6.35,STAR B3III
HR 5045,,200.5157916,43.90311111,6.35,STAR A7
HR 7023,,280.73,-19.2838888,6.35,STAR M4III
HR 8589,,338.0782916,54.0375,6.35,STAR G8III
HR 6463,,260.3892083,16.73080556,6.35,STAR M2III
HR 1596,,74.545,-2.2125,6.35,STAR A2V
HR 8545,53    Aqr,336.6432916,-16.7425,6.35,STAR G1V
HR 4091,,155.9620833,-57.9538888,6.35,STAR K4III
HR 2157,,91.11829167,-45.0366944,6.35,STAR G0IV
HR 4649,,183.4820833,-78.5736111,6.35,STAR K2III
HR 1512,,71.42708333,23.62811111,6.35,STAR B5III
HR 55,,4.05829167,76.95080556,6.35,STAR B8V
HR 8922,,352.2732916,23.04780556,6.35,STAR G9III
HR 3675,,138.8537083,-15.0246944,6.35,STAR A0V
HR 4430,,172.6042083,46.6575,6.35,STAR K2III
HR 5423,,217.4032916,41.79580556,6.35,STAR G5V
HR 2772,47    Cam,110.5717083,59.90188889,6.35,STAR A8
HR 394,,20.62708333,-19.0813888,6.35,STAR F6IV
HR 2044,,87.61920833,-52.7678055,6.35,STAR K0III
HR 3944,,149.0404166,-71.3893888,6.35,STAR B9I
HR 6659,,267.9979166,-1.23669444,6.35,STAR K0
HR 4019,,153.4857916,-40.3106111,6.35,STAR G8III
HR 4270,50    LMi,164.1432916,25.5,6.35,STAR K0
HR 4349,,167.8729166,-71.4363888,6.35,STAR K2III
HR 9044,,358.5892083,-27.0421944,6.35,STAR A2V
HR 1018,,50.56791667,-25.5878055,6.35,STAR A0V
HR 5630,,226.6462916,36.45561111,6.35,STAR F8V
HR 1817,,81.77,-11.9008055,6.35,STAR
HR 6466,,260.38,28.75811111,6.35,STAR G0III
HR 2433,,99.17041667,-22.615,6.35,STAR B5V
HR 6189,,249.9129166,-9.55438889,6.35,STAR F3V
HR 5518,,221.9787083,-12.8396944,6.35,STAR K0III
HR 803,,40.96329167,25.63811111,6.35,STAR A2V
HR 6621,,267.1157916,-26.975,6.35,STAR B4IV
HR 1777,,80.87958333,5.3225,6.35,STAR A2V
HR 8955,,354.1270833,32.90419444,6.35,STAR F6V
HR 504,,26.11041667,46.13969444,6.35,STAR K5III
HR 8436,,331.875,18.00061111,6.35,STAR M1
HR 5208,,207.9025,-36.4333055,6.35,STAR F6IV
HR 4103,,157.1520833,45.21219444,6.35,STAR K0
HR 3907,,148.05,-0.07561111,6.35,STAR G9III
HR 3098,,119.3175,1.12688889,6.35,STAR F7V
HR 8191,,321.1025,10.17419444,6.35,STAR F5III
HR 4543,,177.7304166,12.27888889,6.35,STAR F0IV
HR 5566,,224.5367083,-48.8631111,6.35,STAR G3V
HR 6646,,271.3612083,-81.4863888,6.35,STAR K3III
HR 2277,,95.35791667,17.76361111,6.35,STAR
HR 6273,,253.65,-30.5871944,6.35,STAR A7III
HR 8395,,329.4625,74.99669444,6.35,STAR K5
HR 5706,,230.1962083,-2.41330556,6.35,STAR K0V
HR 576,,29.61120833,-33.0666944,6.35,STAR K0III
HR 6239,,252.0370833,13.59061111,6.35,STAR G5III
HR 8584,,337.8925,29.54280556,6.35,STAR A5
HR 7354,,290.7017083,9.91311111,6.35,STAR F6V
HR 3649,,137.9817083,5.46830556,6.35,STAR A9IV
HR 53,,3.79420833,27.28311111,6.35,STAR A1V
HR 3369,32Ups2Cnc,128.2504166,24.08469444,6.36,STAR G9III
HR 6336,,255.5717083,31.88469444,6.36,STAR K0
HR 6422,,259.585,-32.5533055,6.36,STAR B5V
HR 7280,,287.8787916,26.73580556,6.36,STAR F5V
HR 7168,,285.1032916,-24.9421944,6.36,STAR
HR 1954,,85.51629167,22.66030556,6.36,STAR K2
HR 7376,,291.0254166,36.45188889,6.36,STAR K1III
HR 853,,42.69958333,-39.9316944,6.36,STAR A0V
HR 7038,,281.3279166,-21.0013888,6.36,STAR F5V
HR 2153,,92.09579167,41.05561111,6.36,STAR G9III
HR 5322,,213.5887083,-5.9475,6.36,STAR F9V
HR 6824,,273.1775,41.14688889,6.36,STAR K0III
HR 814,,40.83458333,-40.5275,6.36,STAR B9V
HR 2073,,87.84579167,-64.0336111,6.36,STAR G8III
HR 7827,,306.5979166,56.63888889,6.36,STAR B9V
HR 7268,,287.7575,-39.005,6.36,STAR B7III
HR 7842,,308.2182916,-24.9438888,6.36,STAR A0
HR 4226,,161.9112916,-57.4678055,6.36,STAR M1II
HR 8839,,348.6520833,24.10311111,6.36,STAR K2III
HR 3497,,131.9187083,-41.7371944,6.36,STAR G0I
HR 7970,,312.6962916,-32.0543888,6.36,STAR K5III
HR 5773,,233.5870833,-39.3493888,6.36,STAR B9V
HR 6963,,278.3454166,-5.91138889,6.36,STAR A0V
HR 4710,,185.8075,-67.6316944,6.36,STAR G8IV
HR 8261,,324.0579166,30.05561111,6.36,STAR G8III
HR 967,,49.38170833,65.65861111,6.36,STAR A3V
HR 8677,,341.8467083,58.48280556,6.36,STAR B9IV
HR 8992,,355.9562083,-15.2843888,6.36,STAR M7III
HR 3984,,152.0070833,-37.3336111,6.36,STAR K0III
HR 7016,,280.0082916,30.84938889,6.36,STAR K0
HR 7877,,309.4670833,-25.1088888,6.36,STAR F0III
HR 3818,7    Leo,143.9704166,14.37969444,6.36,STAR A1V
HR 5909,,238.2342083,17.40361111,6.36,STAR K0
HR 3385,,128.2442083,-34.6338888,6.36,STAR K0V
HR 846,,43.21670833,52.99780556,6.36,STAR B8III
HR 3368,,127.4012916,-55.1911111,6.36,STAR G0V
HR 1455,,68.92791667,19.88169444,6.36,STAR G5II
HR 6901,,275.9892083,38.73919444,6.36,STAR K4III
HR 3443,,129.805,-60.3171944,6.36,STAR A0V
HR 6372,,257.2270833,-3.88280556,6.36,STAR G5IV
HR 465,,24.63208333,45.4,6.36,STAR B9
HR 6915,,277.3037083,-43.8458055,6.36,STAR G8III
HR 6798,,272.8117083,-19.8421944,6.36,STAR A4V
HR 2598,,103.9782916,-31.79,6.36,STAR B3V
HR 6593,,265.8242083,-27.8841944,6.36,STAR A9V
HR 5561,,224.1492083,-39.4161111,6.36,STAR A0V
HR 2733,,108.4512083,-22.9063888,6.36,STAR B2IV
HR 916,,45.87629167,28.26969444,6.36,STAR F0V
HR 6592,,265.2729166,24.51330556,6.36,STAR K1III
HR 6696,,269.3620833,11.04419444,6.36,STAR A1V
HR 2068,,88.55870833,-29.1478055,6.36,STAR F3V
HR 7490,,295.3120833,22.45280556,6.36,STAR K0I
HR 3190,,122.1812916,-20.3631111,6.36,STAR A7IV
HR 8192,20    Aqr,321.2154166,-3.39830556,6.36,STAR F0III
HR 3063,8    Pup,117.9204166,-12.8193888,6.36,STAR F2
HR 627,5    Per,32.87079167,57.64580556,6.36,STAR B5I
HR 1378,62    Tau,65.99920833,24.30111111,6.36,STAR B3V
HR 3586,,135.4192083,39.71330556,6.36,STAR A9V
HR 6735,,268.6107916,75.17080556,6.36,STAR K0
HR 746,,38.86620833,39.66438889,6.36,STAR B9
HR 5382,,216.4145833,-66.1733055,6.36,STAR A3V
HR 1753,,79.82291667,-18.52,6.36,STAR B3V
HR 2090,,89.14379167,-23.2156111,6.36,STAR K0
HR 6830,,273.9917083,-3.6175,6.36,STAR A4V
HR 1566,,73.74291667,19.48530556,6.37,STAR F3IV
HR 8567,56    Aqr,337.5725,-14.5858055,6.37,STAR B8V
HR 4619,,182.02,-50.7633055,6.37,STAR B9V
HR 1359,,64.7625,-33.905,6.37,STAR A3V
HR 3238,,123.4212083,-33.5691944,6.37,STAR K2III
HR 1323,,63.39879167,-40.3578055,6.37,STAR K3III
HR 243,,12.82629167,3.385,6.37,STAR K0III
HR 7205,,285.7792083,-19.1033055,6.37,STAR F5IV
HR 6282,,253.9907916,-33.5071944,6.37,STAR K5III
HR 7368,,290.8917083,33.22219444,6.37,STAR G8V
HR 4994,,198.8570833,-69.6796944,6.37,STAR K2III
HR 6709,,270.0645833,-0.62938889,6.37,STAR A3
HR 2236,,93.975,1.16919444,6.37,STAR F5IV
HR 5597,,225.1612916,47.27780556,6.37,STAR B9
HR 8072,,315.8582916,50.35188889,6.37,STAR K0
HR 8871,,349.93,-33.7081111,6.37,STAR K2III
HR 3935,,149.0912083,-51.3361111,6.37,STAR B2IV
HR 2933,,114.32,-23.775,6.37,STAR F0II
HR 4207,,161.5237083,6.37311111,6.37,STAR
HR 5093,,203.3987083,-65.6325,6.37,STAR A0V
HR 2116,,90.42329167,22.40080556,6.37,STAR B8V
HR 8396,29    Aqr,330.6107916,-16.9641944,6.37,STAR A2V
HR 2467,,100.4970833,6.345,6.37,STAR O6V
HR 5927,,239.06,-14.3993888,6.37,STAR F7V
HR 1357,,64.08791667,-60.9486111,6.37,STAR A0
HR 8361,,327.9054166,65.75280556,6.37,STAR A1
HR 5474,,220.4629166,-30.9333055,6.37,STAR A0
HR 673,,34.84458333,48.95530556,6.37,STAR F4V
HR 6504,,262.0095833,-8.20830556,6.37,STAR F5IV
HR 3490,,131.705,-34.6228055,6.37,STAR B4V
HR 4741,,186.9254166,8.61030556,6.37,STAR G8III
HR 6579,,264.7070833,32.73938889,6.37,STAR
HR 3632,,136.5317083,-64.4996944,6.37,STAR K3III
HR 277,,14.57870833,21.40438889,6.37,STAR A2V
HR 2836,,111.6162083,10.60830556,6.37,STAR A2IV
HR 8669,,342.0892083,-61.6841944,6.37,STAR K0III
HR 8735,,344.5987916,-1.41030556,6.37,STAR F0V
HR 535,,27.45329167,-38.4038888,6.37,STAR F8V
HR 8503,,334.1237083,27.80419444,6.37,STAR G9III
HR 6284,,254.0075,-16.8061111,6.37,STAR K0IV
HR 8437,,332.1779166,-33.1256111,6.37,STAR A2III
HR 1704,,78.38870833,-8.14780556,6.37,STAR B5V
HR 7428,,292.8067083,55.73188889,6.37,STAR K2II
HR 1510,,72.65170833,70.94169444,6.37,STAR A0IV
HR 6956,,278.0867083,-14.6441944,6.37,STAR A4V
HR 8019,,315.3670833,-68.2096944,6.37,STAR A2V
HR 1825,,82.68791667,39.82580556,6.37,STAR G9III
HR 1575,,74.065,24.59219444,6.37,STAR F0
HR 482,,25.57420833,58.62780556,6.37,STAR B8III
HR 6906,,276.4807916,14.96669444,6.37,STAR B9V
HR 5014,,199.3745833,-0.67669444,6.37,STAR F0V
HR 2614,,104.5317083,-27.1646944,6.37,STAR B2III
HR 5256,,209.3837083,61.49280556,6.37,STAR K3V
HR 5108,,203.5907916,38.78919444,6.37,STAR F0IV
HR 8917,,352.0217083,-11.4496944,6.37,STAR G0V
HR 6996,,280.5937916,-64.6431111,6.37,STAR A5V
HR 7164,,284.8617083,-18.5668888,6.37,STAR G3II
HR 4059,,154.8842083,-5.10580556,6.37,STAR K0
HR 2531,,100.9032916,-73.1181111,6.37,STAR G8III
HR 6359,,256.5545833,10.45419444,6.37,STAR G8III
HR 5761,,232.6162916,36.80419444,6.37,STAR K0
HR 6512,,262.4475,-5.91969444,6.37,STAR K0III
HR 7691,,302.78,-57.5238888,6.37,STAR B7V
HR 1539,Zet Cae,71.95670833,-30.0203055,6.37,STAR K1IV
HR 8397,,330.5057916,10.97388889,6.37,STAR B5III
HR 3897,,147.4637083,-36.2686111,6.37,STAR K0III
HR 261,,14.23170833,68.77611111,6.37,STAR F4III
HR 4493,,175.1142083,57.97061111,6.37,STAR B9
HR 686,,34.85291667,-41.8483055,6.37,STAR K2III
HR 6358,,256.5404166,9.73330556,6.37,STAR K5III
HR 1071,,53.42170833,57.86888889,6.37,STAR F7V
HR 6972,,278.9987083,-29.6991944,6.37,STAR K1III
HR 4410,80    Leo,171.4582916,3.86,6.37,STAR F3IV
HR 3458,,130.9987083,4.33469444,6.37,STAR B9III
HR 3195,,122.1567083,-37.6813888,6.37,STAR B4V
HR 584,,29.47329167,-65.4246944,6.37,STAR G8II
HR 8473,,332.5637916,72.11111111,6.37,STAR B9
HR 4613,,181.4992083,-3.13169444,6.37,STAR
HR 734,,37.01829167,-64.2996944,6.37,STAR A0V
HR 6784,,272.1404166,14.28469444,6.37,STAR A5
HR 6301,,254.3832916,13.88419444,6.37,STAR K0V
HR 3848,,145.0837916,-10.7691944,6.37,STAR A2V
HR 4811,9    CVn,189.6929166,40.87438889,6.37,STAR A7V
HR 1650,,78.64829167,76.47280556,6.37,STAR A0V
HR 3969,,151.4204166,15.7575,6.37,STAR F2V
HR 3934,,152.1429166,83.91830556,6.37,STAR K0
HR 1460,,68.80829167,-9.73669444,6.37,STAR A1
HR 1921,,84.73920833,26.61780556,6.37,STAR G9III
HR 7898,,310.0487083,-23.7738888,6.37,STAR G8V
HR 6849,,273.6712916,56.58830556,6.37,STAR F1V
HR 1233,,59.91958333,10.33080556,6.37,STAR F5V
HR 325,,16.80458333,-23.9963888,6.37,STAR A7V
HR 4183,,160.215,-35.7416944,6.37,STAR G8III
HR 6564,,264.0329166,28.18469444,6.38,STAR K5
HR 3100,,118.7520833,-52.5831111,6.38,STAR B8III
HR 7449,,294.0657916,14.39169444,6.38,STAR K0II
HR 4840,,190.7675,61.15561111,6.38,STAR K0
HR 1082,,52.97458333,-25.6141944,6.38,STAR A3V
HR 4346,,168.0617083,-32.4338888,6.38,STAR M1III
HR 8583,58    Aqr,337.9220833,-10.9056111,6.38,STAR A8III
HR 8867,,349.3287083,75.29919444,6.38,STAR A2V
HR 6799,,272.2925,30.46938889,6.38,STAR
HR 3568,,133.725,-58.24,6.38,STAR B5V
HR 7556,,297.4775,28.44061111,6.38,STAR B5V
HR 2915,,114.3242083,40.02530556,6.38,STAR M1
HR 7475,,294.8557916,16.57138889,6.38,STAR K4I
HR 8152,,320.3182916,-49.9378055,6.38,STAR K3III
HR 2439,,99.88079167,24.6,6.38,STAR F8IV
HR 7994,,313.2732916,-11.5736111,6.38,STAR G1V
HR 6676,,268.5592083,11.13061111,6.38,STAR F5V
HR 5592,,225.2182916,22.04561111,6.38,STAR K0
HR 6361,,256.7204166,-1.65638889,6.38,STAR A9V
HR 5454,,219.0287083,23.25030556,6.38,STAR K0
HR 381,,20.49629167,76.23888889,6.38,STAR F0IV
HR 2032,,87.39208333,-44.8753055,6.38,STAR K1III
HR 4244,,163.0570833,1.02530556,6.38,STAR A3V
HR 6660,,268.4395833,-34.7858055,6.38,STAR B9V
HR 8934,13    Psc,352.99,-1.08580556,6.38,STAR K1III
HR 8607,,338.9657916,56.07,6.38,STAR A3V
HR 2645,,106.2875,47.775,6.38,STAR B9III
HR 6890,,276.0145833,-3.58330556,6.38,STAR F6III
HR 318,,16.78958333,53.49830556,6.38,STAR K2III
HR 8184,,321.0329166,-22.7468888,6.38,STAR
HR 5347,,214.1007916,39.74469444,6.38,STAR F2IV
HR 7008,,279.9037083,5.26419444,6.38,STAR F8I
HR 7413,,291.6104166,62.55719444,6.38,STAR K5III
HR 5039,,200.7607916,-48.5628055,6.38,STAR B6IV
HR 5768,,232.3382916,62.09969444,6.38,STAR K5
HR 2543,,102.9137083,3.04169444,6.38,STAR A2V
HR 1023,,50.91291667,4.88188889,6.38,STAR G5III
HR 3510,54    Cnc,132.7562916,15.35061111,6.38,STAR G1V
HR 7438,,293.855,2.91330556,6.38,STAR F6IV
HR 9080,,0.18208333,45.25330556,6.38,STAR B9
HR 7394,Lam UMi,259.2367083,89.03780556,6.38,STAR M1III
HR 3039,,118.1525,55.20938889,6.38,STAR A0V
HR 4812,,189.7587083,22.65938889,6.38,STAR K1III
HR 8340,,327.5545833,-16.8446944,6.38,STAR K0
HR 3374,,128.1387083,-15.0293888,6.38,STAR F0V
HR 5769,,232.8432916,36.61638889,6.38,STAR F6III
HR 4782,,188.4967083,-49.9093888,6.38,STAR F3III
HR 6760,,272.49,-59.04,6.38,STAR K4III
HR 3036,,116.1829166,-66.0718888,6.38,STAR G6III
HR 7941,,311.3675,18.09030556,6.38,STAR M5II
HR 5483,,220.4757916,21.12361111,6.38,STAR G8III
HR 4013,,153.3532916,-33.0318888,6.38,STAR G1V
HR 953,,47.6475,-23.7383055,6.38,STAR K0IV
HR 1294,,61.84,-64.2225,6.38,STAR G3V
HR 8176,,323.4767083,-82.6831111,6.38,STAR B3IV
HR 3577,,134.795,18.13469444,6.38,STAR M4III
HR 1898,,83.87958333,-4.36469444,6.38,STAR B2IV
HR 2239,43    Aur,94.57041667,46.36061111,6.38,STAR K2III
HR 2426,,99.40370833,10.85311111,6.38,STAR K0
HR 7297,,289.5392083,-53.3866944,6.38,STAR F7V
HR 8121,,318.6542083,-0.09219444,6.38,STAR M1III
HR 4438,,172.8125,-61.2783055,6.38,STAR A3I
HR 2945,,114.4382916,-38.0106111,6.38,STAR K4III
HR 1229,,59.91670833,38.82061111,6.38,STAR A1V
HR 4252,,163.3870833,-15.4456111,6.38,STAR K3IV
HR 3601,70    Cnc,136.0412083,27.89830556,6.38,STAR A1V
HR 3384,,128.2145833,-31.5008055,6.38,STAR K0V
HR 5204,,207.4375,36.63280556,6.38,STAR A7IV
HR 452,,23.96879167,41.07638889,6.38,STAR K1III
HR 3231,,123.5875,13.04830556,6.38,STAR G8III
HR 1944,,84.81791667,-17.8493888,6.38,STAR B7V
HR 8412,,331.1432916,32.94188889,6.38,STAR G5I
HR 6674,,268.0042083,46.64330556,6.38,STAR K0III
HR 2870,,112.2137916,-31.8483055,6.38,STAR B3V
HR 7160,,281.4087916,79.9425,6.39,STAR A8V
HR 3710,,139.9495833,-34.1033055,6.39,STAR B8V
HR 6994,,281.9557916,-77.8671944,6.39,STAR F8V
HR 5417,,217.7354166,-40.845,6.39,STAR K3III
HR 3517,,132.4682916,-39.1416944,6.39,STAR A5III
HR 9038,,358.1045833,75.54469444,6.39,STAR K3V
HR 4286,,165.2742083,63.42111111,6.39,STAR A2V
HR 6082,20    UMi,243.1342083,75.21061111,6.39,STAR K2IV
HR 7212,,285.4512916,33.62138889,6.39,STAR B5IV
HR 5458,,219.8529166,-49.0556111,6.39,STAR F3IV
HR 238,,12.73920833,51.50811111,6.39,STAR F2IV
HR 2225,,93.43791667,-23.8618888,6.39,STAR G5
HR 207,,11.67670833,59.57438889,6.39,STAR G0I
HR 6356,,257.5262083,-61.6756111,6.39,STAR B8II
HR 4838,,190.9945833,-36.3491944,6.39,STAR A0V
HR 4215,,162.2082916,65.13219444,6.39,STAR A1V
HR 6503,,262.3570833,-38.5166944,6.39,STAR A2V
HR 1404,,66.32958333,-44.1608055,6.39,STAR F6V
HR 8211,,322.2512916,-53.7058055,6.39,STAR K2III
HR 5711,,230.2787083,24.95780556,6.39,STAR K0
HR 8652,,340.7687083,47.16861111,6.39,STAR A1V
HR 5276,,211.0607916,-5.38138889,6.39,STAR K0
HR 7728,,304.0987916,-36.4543888,6.39,STAR M4III
HR 1759,,80.11,-5.36669444,6.39,STAR B8III
HR 2235,,94.09920833,17.18138889,6.39,STAR K5II
HR 5319,,213.8382916,-53.5096944,6.39,STAR K3III
HR 8434,,331.5562083,56.34311111,6.39,STAR A0III
HR 1042,Chi1For,51.4825,-35.9208055,6.39,STAR A1IV
HR 5648,,227.0812916,50.055,6.39,STAR K0III
HR 8785,,346.3232916,1.30688889,6.39,STAR G9III
HR 3854,,145.6795833,48.43111111,6.39,STAR A1V
HR 5326,,214.1425,-59.9138888,6.39,STAR M5II
HR 1826,,82.23629167,-3.3075,6.39,STAR A0V
HR 2888,,112.2137916,-64.51,6.39,STAR K5III
HR 2941,,114.0070833,-55.8875,6.39,STAR K1III
HR 8364,,328.5725,19.71830556,6.39,STAR K0III
HR 1013,,50.18829167,-26.6063888,6.39,STAR F7V
HR 2197,6    Gem,93.07958333,22.90830556,6.39,STAR M1I
HR 6785,,272.4307916,-13.9343888,6.39,STAR K0
HR 1984,,85.92120833,-45.8331111,6.39,STAR A9V
HR 1386,,65.78208333,-35.545,6.39,STAR K1III
HR 88,9    Cet,5.71579167,-12.2093888,6.39,STAR G2V
HR 7435,,294.9670833,-66.6856111,6.39,STAR A1V
HR 1263,,61.03629167,-16.5888888,6.39,STAR K2
HR 8928,,352.7545833,-6.28830556,6.39,STAR K0
HR 8467,,333.1825,-4.72080556,6.39,STAR F7V
HR 7494,,299.0062916,-81.3496944,6.39,STAR K3III
HR 6521,,262.5932916,11.925,6.39,STAR A1V
HR 8886,,350.1442083,62.21311111,6.39,STAR K2III
HR 161,,9.37708333,3.13530556,6.39,STAR K4III
HR 1059,,52.95458333,49.40080556,6.39,STAR B9III
HR 7588,,299.7207916,-68.7621944,6.39,STAR A0V
HR 3559,,133.9829166,-23.8183055,6.39,STAR A7V
HR 7198,,285.2729166,19.30969444,6.39,STAR K1III
HR 3542,,133.17,-52.1291944,6.39,STAR A0V
HR 4078,,155.9242083,29.61580556,6.39,STAR G8III
HR 7823,,306.7820833,34.32888889,6.39,STAR F1II
HR 6600,,265.9525,-13.5086111,6.39,STAR F0V
HR 8133,,318.4275,64.40388889,6.39,STAR G2IV
HR 7795,,305.5125,41.13138889,6.39,STAR G5III
HR 438,,23.03170833,34.8,6.39,STAR B7III
HR 2126,,91.66329167,63.45361111,6.39,STAR K0
HR 5852,,236.9737916,-65.4425,6.39,STAR F0IV
HR 1021,,50.38870833,-47.7768888,6.39,STAR K0III
HR 4632,3    Com,182.6317083,16.80919444,6.39,STAR A4V
HR 5333,,213.6707916,21.87330556,6.39,STAR A7V
HR 517,,26.50420833,-27.3491944,6.39,STAR F2V
HR 3019,,116.6870833,-12.6753055,6.39,STAR A0V
HR 8951,,353.8837916,-7.46438889,6.39,STAR
HR 4509,,175.7307916,-79.3063888,6.39,STAR K0III
HR 278,,15.12920833,70.98311111,6.39,STAR A4IV
HR 770,,39.50329167,7.69530556,6.39,STAR F6IV
HR 3427,39    Cnc,130.0267083,20.00780556,6.39,STAR G8III
HR 3337,,127.1217083,-2.51719444,6.39,STAR A5
HR 3375,,127.795,-47.8666944,6.39,STAR B2V
HR 1436,,68.02,5.41,6.39,STAR F5V
HR 1102,,54.44920833,15.43080556,6.39,STAR A5IV
HR 2318,,96.18291667,-28.78,6.39,STAR G2IV
HR 8507,,334.5179166,-0.23780556,6.39,STAR F3V
HR 8768,,345.6882916,44.05888889,6.39,STAR B2V
HR 7832,,307.7367083,-29.1125,6.39,STAR A5V
HR 470,,25.05458333,53.86830556,6.39,STAR K5III
HR 6110,,245.7354166,32.33311111,6.4,STAR A4V
HR 141,,8.73041667,13.37111111,6.4,STAR K0
HR 4835,,190.8675,-58.9031111,6.4,STAR K0III
HR 8142,,319.7267083,-28.7656111,6.4,STAR G8IV
HR 8565,,337.5062916,-12.915,6.4,STAR F3IV
HR 2641,,105.2075,-33.4653055,6.4,STAR G8II
HR 3611,,135.7717083,-53.5496944,6.4,STAR B6V
HR 4348,,168.1442083,-21.7491944,6.4,STAR K0
HR 2605,40    Gem,104.8662083,25.91419444,6.4,STAR B8III
HR 4016,,154.5045833,73.07330556,6.4,STAR F2V
HR 7090,,281.9167083,49.075,6.4,STAR A1V
HR 9102,,1.08458333,-29.2686111,6.4,STAR A0V
HR 6886,,275.2795833,49.72561111,6.4,STAR K1III
HR 1095,,53.63958333,-31.8746944,6.4,STAR K3III
HR 4852,,191.1082916,80.62111111,6.4,STAR A5
HR 7002,,279.5875,8.83388889,6.4,STAR M6III
HR 4713,,185.9037083,-39.3031111,6.4,STAR F2V
HR 8320,,326.4354166,35.85719444,6.4,STAR G8III
HR 4708,17    Vir,185.6332916,5.30561111,6.4,STAR F8V
HR 6345,,254.7607916,69.18638889,6.4,STAR K0
HR 7364,,290.9454166,20.26438889,6.4,STAR B9V
HR 8691,,342.6629166,19.14080556,6.4,STAR K0
HR 6587,,265.7787083,-33.0511111,6.4,STAR M1III
HR 8605,,339.1517083,11.69688889,6.4,STAR A1III
HR 1406,,67.21620833,30.36138889,6.4,STAR F7V
HR 5258,,209.9554166,-3.54969444,6.4,STAR F8V
HR 4452,,173.4845833,36.81561111,6.4,STAR K0III
HR 2292,,95.82708333,3.76438889,6.4,STAR B3V
HR 8990,,355.6312916,61.67938889,6.4,STAR K2III
HR 2321,,96.495,-7.89419444,6.4,STAR A4V
HR 2078,,91.28870833,75.58580556,6.4,STAR K5
